date,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
201806,    0.55,    0.63,    0.20,    1.16,    1.50,   -0.28,    1.46,    0.88,    0.47,   -1.03,    1.49,    1.69,    0.59,    2.29,    0.12
201807,    5.31,    2.99,    1.16,    2.06,   -0.18,    6.13,    4.48,    2.79,    3.31,    1.25,    1.01,    2.56,    1.57,    0.18,   -0.65
201808,    4.53,    2.17,    2.60,    3.21,    4.41,    6.31,    2.14,    2.57,    1.56,    2.34,    2.87,    4.00,    1.82,    3.49,    6.47
201809,    0.55,    0.26,    0.51,   -0.57,   -3.49,    0.35,    0.74,   -0.40,    1.29,    0.94,   -0.03,   -0.83,   -0.24,   -4.21,   -2.05
201810,   -6.26,   -7.28,   -7.82,  -12.40,  -11.64,   -4.29,   -8.59,   -8.16,   -6.31,   -7.34,   -8.57,  -12.39,  -12.41,  -11.02,  -13.02
201811,    2.35,    2.41,    2.12,   -3.15,    0.18,    3.93,   -0.43,    3.15,    1.88,    2.71,    1.04,   -4.64,   -1.33,   -1.53,    2.21
201812,   -8.92,   -9.53,   -8.81,  -11.24,  -12.29,   -8.81,   -9.23,  -10.23,   -8.56,   -7.71,  -10.49,  -10.19,  -12.59,  -11.59,  -12.93
201901,    6.59,    8.44,   12.66,   13.36,   13.51,    6.35,    7.10,    8.05,    8.96,   11.68,   14.64,   12.75,   14.09,   15.02,   10.95
201902,    3.79,    3.38,    3.41,    2.94,    5.48,    4.27,    2.94,    2.15,    5.31,    2.81,    4.74,    2.23,    4.29,    4.56,    7.12
201903,    1.26,    2.29,   -0.12,    0.86,    0.53,    1.93,   -0.07,    0.59,    3.59,    0.75,   -1.01,    0.54,    1.38,    0.40,    0.77
201904,    4.88,    4.18,    3.78,    4.05,   -0.23,    3.97,    6.36,    3.18,    4.92,    1.71,    5.97,    4.14,    3.93,   -0.57,    0.19
201905,   -5.69,   -6.41,   -9.25,   -7.39,   -9.53,   -5.24,   -6.18,   -6.67,   -6.13,   -8.65,   -9.82,   -6.78,   -8.37,   -9.28,   -9.78
201906,    6.74,    7.19,    7.16,    7.89,    8.83,    6.87,    6.50,    7.00,    7.46,    6.68,    8.07,    8.14,    7.32,   10.14,    7.50
201907,    1.05,    2.22,    2.00,    1.42,   -1.12,    1.44,    0.43,    0.94,    3.53,    2.60,    1.10,    1.31,    1.68,   -0.67,   -1.67
201908,   -0.80,   -2.80,   -3.14,   -5.43,   -6.50,   -0.62,   -1.17,   -2.24,   -3.69,   -3.50,   -2.77,   -5.09,   -5.91,   -6.52,   -6.44
201909,    2.39,    0.77,    1.59,    0.94,   -1.52,    1.53,    3.82,    0.49,    1.10,    2.49,    0.53,    0.58,    1.36,   -1.10,   -2.54
201910,    2.03,    2.03,    2.72,    3.62,    1.24,    1.58,    2.60,    1.66,    2.34,    5.39,    0.00,    3.85,    3.25,    3.26,   -2.73
201911,    3.19,    3.69,    5.10,    6.19,    9.20,    2.86,    3.72,    3.09,    4.52,    3.10,    6.98,    6.66,    5.57,    9.77,    7.53
201912,    2.96,    2.83,    1.94,    3.11,    5.61,    2.60,    3.47,    2.54,    3.18,    2.30,    1.43,    2.59,    4.01,    4.94,    6.77
202001,    1.18,   -0.23,   -3.37,   -1.12,    1.13,    1.09,    1.31,   -0.05,   -0.47,   -4.08,   -2.17,   -1.45,   -0.70,    5.73,   -3.54
202002,   -8.97,   -7.50,   -7.81,   -5.89,   -4.10,   -8.42,   -9.73,   -6.91,   -8.21,   -7.17,   -8.29,   -4.71,   -8.24,   -3.85,   -4.43
202003,  -11.89,  -13.11,  -14.59,  -16.09,  -20.97,  -12.36,  -11.27,  -13.36,  -12.73,  -10.25,  -24.43,  -13.63,  -19.96,  -20.23,  -21.67
202004,   12.75,   13.16,   14.23,   17.91,   35.72,   13.29,   10.91,   14.24,   11.49,   11.10,   19.29,   19.30,   16.69,   34.53,   38.47
202005,    4.89,    6.76,    5.62,   10.11,    7.58,    4.38,    6.70,    6.62,    6.99,    4.66,    7.30,    9.78,   10.36,    4.55,   13.16
202006,    2.41,    0.06,    2.33,    7.46,    9.46,    2.84,    0.91,    0.07,    0.04,    1.00,    4.28,    7.23,    7.80,    8.47,   11.07
202007,    6.17,    6.08,    3.16,    6.46,    6.01,    5.97,    6.70,    4.96,    6.86,    3.12,    3.22,    4.29,    9.02,    4.13,    9.63
202008,    6.91,    9.00,    4.46,   17.55,    4.50,    7.13,    6.50,   12.03,    5.05,    3.98,    5.21,    6.89,   27.66,    6.19,    1.88
202009,   -3.08,   -4.95,   -4.45,    0.41,   -5.77,   -3.27,   -2.63,   -5.37,   -4.63,   -5.16,   -2.96,    1.22,   -1.63,   -8.35,    2.77
202010,   -2.11,   -2.05,   -2.27,    0.34,   -4.34,   -2.03,   -2.32,   -1.90,   -2.26,   -2.91,   -0.25,    0.52,   -0.10,   -3.26,   -5.39
202011,    9.36,   13.18,   12.57,   20.85,   23.84,    9.28,    9.46,   13.26,   13.06,   11.90,   14.16,   19.47,   23.44,   18.00,   28.89
202012,    3.85,    2.99,    6.77,    8.15,    9.75,    3.08,    5.37,    2.29,    3.85,    7.55,    6.01,    8.00,    8.36,    5.51,   12.42
202101,   -1.44,   -1.85,    0.19,    2.57,   11.90,   -1.65,   -0.49,   -1.10,   -3.10,    0.13,    0.24,    2.84,    2.10,    9.05,   17.04
202102,    2.65,    1.99,    5.82,    7.83,   -4.21,    2.19,    4.34,    0.47,    5.22,    5.59,    6.13,    8.82,    6.24,   -3.75,   -5.17
202103,    5.31,    4.42,    1.71,   -1.74,   -6.30,    5.17,    5.65,    3.30,    6.09,    1.26,    2.22,    0.20,   -3.89,   -5.70,   -6.97
202104,    5.48,    7.15,    3.54,    2.84,   -0.89,    5.45,    5.51,    7.65,    6.54,    4.13,    2.75,    2.17,    3.38,    1.13,   -2.52
202105,    0.18,    0.97,    1.30,   -1.87,   -0.68,   -0.28,    1.07,    0.97,    0.96,    0.93,    1.84,    1.15,   -4.12,   -0.16,   -1.40
202106,    1.87,    0.96,    4.24,    4.41,   11.05,    2.67,    0.45,    0.91,    1.01,    4.73,    3.42,    3.52,    5.14,   12.15,    9.72
202107,    2.94,    2.08,   -0.21,   -1.17,   -5.65,    3.83,    1.16,    2.65,    1.56,    0.15,   -0.86,   -0.84,   -1.46,   -0.66,  -11.10
202108,    3.19,    2.11,    2.61,    3.79,    2.63,    3.74,    1.63,    1.67,    2.68,    3.28,    0.89,    4.21,    2.82,    0.18,    4.36
